2020-11-09 16:06:10.386504; 0.07517681,-0.00036084,0.02014954,0.00933579,-0.01021582,-0.26472414,0.01568574,0.01103318,0.01801175,1.33361113,1.41450334,1.83019590,0.08339985,-0.01135631,0.01246471,-0.03864972,0.11543116,-0.47369450,0.02402616,0.01065785,0.01386774,2.00164795,1.97121155,3.12201452,0.08589474,-0.01538351,0.00452522,0.02918585,0.00708026,-0.57274532,0.02252841,0.00981688,0.01278162,1.36181974,1.42133152,1.92499316,0.07807726,-0.00095613,0.01966394,0.01448188,-0.01003776,-0.20463647,0.01240218,0.00852513,0.01422268,1.31564319,1.39900517,1.84917927,0.08241940,-0.00266620,0.02165326,-0.02846646,0.11036849,-0.42775941,0.01214486,0.00910771,0.01332575,1.88421643,1.85721016,2.83348012; -21
2020-11-09 16:06:10.885013; 0.07660619,-0.01022088,0.00458346,-0.02950911,0.11505916,-0.32633334,0.01940900,0.00890672,0.01187968,1.87533152,1.85199833,2.80364323,0.10376823,-0.01254565,0.02131470,0.03484378,-0.01814367,-0.47797000,0.02655405,0.00878388,0.01108879,1.38793540,1.46164405,2.06717682,0.10293758,-0.01177823,0.02133312,0.04054152,-0.01619085,-0.66976827,0.01139706,0.00835150,0.01140851,1.50122166,1.57036114,2.27724481,0.12526432,-0.00703179,0.02700797,0.02815459,-0.00253979,-0.19388197,0.01652938,0.00671947,0.01025641,1.43792903,1.50523353,2.18439674,0.10000636,-0.00955226,0.03225650,0.03948020,-0.00248408,-0.48351574,0.02868354,0.00918692,0.01118463,1.51500750,1.59103322,2.32652640; -23
2020-11-09 16:06:11.388024; 0.11660144,-0.01480479,0.01781713,0.03947781,-0.01417821,-0.64714843,0.03026015,0.00994009,0.01221728,1.49905300,1.56785893,2.27347231,0.09615595,0.00787376,0.02078333,0.02984937,-0.00829373,-0.41890949,0.01013285,0.00798100,0.01061922,1.34511459,1.42331529,1.95397472,0.08382400,-0.00077057,0.01124037,0.03091076,-0.00126876,-0.33272934,0.00966525,0.00649005,0.01104856,1.32265055,1.40421367,1.91263783,0.09496772,-0.00524543,0.02401894,0.03321630,-0.00196232,-0.38468611,0.01168728,0.00857288,0.01192886,1.42807209,1.49996746,2.10519981,0.08983037,-0.00600830,0.02548341,-0.02062449,0.11729397,-0.63093013,0.00970119,0.00715739,0.01041001,1.92147970,1.90654254,3.02754021; -23
2020-11-09 16:06:11.888630; 0.09986316,-0.01362899,0.00054311,0.03512064,-0.00149472,-0.54434198,0.02326244,0.00975716,0.01257223,1.40868223,1.48177028,2.05772018,0.13477750,-0.01671997,0.01973131,0.04356246,-0.00754260,-0.52669299,0.01789105,0.00716668,0.01096022,1.47170627,1.54996014,2.24378753,0.09061453,-0.01239673,0.00857072,0.03304333,-0.00099992,-0.49386859,0.02126062,0.00901061,0.01165724,1.36526155,1.44097781,1.97520339,0.08558524,-0.00187579,0.00288325,0.03972979,-0.00444382,-0.50334662,0.01041591,0.00697535,0.01184052,1.36675608,1.43793941,2.00619531,0.09505895,-0.00783046,0.01869661,0.04215241,0.00070537,-0.42224491,0.00802910,0.00722963,0.01181674,1.39106655,1.47108257,2.07405114; -22
2020-11-09 16:06:12.392300; 0.08835308,-0.00700103,0.01743309,-0.01901546,0.13961597,-0.79570735,0.00877082,0.00785583,0.01279289,2.03270006,2.00263977,3.30468273,0.09000976,-0.00715243,0.02150488,0.03434362,-0.00286646,-0.44493681,0.01055378,0.00775445,0.01111811,1.34483421,1.41641343,1.94366455,0.09180934,0.01039011,0.02014161,0.02795342,0.00573606,-0.35572308,0.01056594,0.00852406,0.01135844,1.33602357,1.40323806,1.89688969,0.09234348,-0.00681282,0.02457703,0.03163271,-0.01480332,-0.51675630,0.01092196,0.00805503,0.01148808,1.35726714,1.42899656,1.97129381,0.09497447,0.00913281,0.02546549,0.03487641,-0.01600879,-0.42910206,0.00854534,0.00675774,0.00910467,1.31087315,1.37982702,1.93386936; -23
2020-11-09 16:06:12.890249; 0.09007555,-0.00628776,0.00683600,-0.02845183,0.12621975,-0.56746864,0.00935304,0.00834149,0.01377279,2.28744578,2.29544663,3.80125284,0.09378704,0.01138480,0.01357012,-0.02296066,0.13510156,-0.52368885,0.01160288,0.00899756,0.01191992,2.13376617,2.15118694,3.41076040,0.09973999,0.00462798,0.00763272,0.02450829,0.02357549,0.00951732,0.03117532,0.01050657,0.01336884,1.37373269,1.46386635,1.97455752,0.08777803,-0.00169410,0.00179021,0.03725556,0.01202687,-0.28676343,0.01246995,0.00830197,0.01385343,1.38754845,1.46984196,2.00056577,0.08968341,-0.00293951,0.00554156,0.05596385,-0.06563042,-0.61386496,0.00784403,0.00488842,0.00860864,1.41306567,1.49789834,2.32926488; -22
2020-11-09 16:06:13.390935; 0.10886831,-0.02007150,0.01933711,0.04482659,-0.01840639,-0.63156050,0.02680153,0.00855035,0.01048154,1.48891604,1.56290352,2.30406976,0.09188704,-0.01302022,0.04475667,0.02693361,-0.06809324,-0.22517172,0.00683695,0.00501627,0.00704831,1.36650431,1.43440628,2.18752789,0.08123821,-0.00975828,0.02172348,0.02481866,-0.00472928,-0.05552911,0.01439989,0.00589800,0.00779647,1.25598514,1.33616745,1.84206271,0.08503963,-0.00631851,0.00609669,0.03129867,0.00080774,-0.47624481,0.01467830,0.00929189,0.01304680,1.42963552,1.49521995,2.08230734,0.08647477,-0.00198488,0.01413839,0.03563723,-0.03813138,-0.47644860,0.00963664,0.00625956,0.01074493,1.37153113,1.44396377,2.07624054; -22
2020-11-09 16:06:13.887863; 0.09122712,-0.00205830,0.01310852,0.02125563,0.02031818,-0.28899580,0.01063210,0.00958264,0.01546705,1.43413031,1.49491990,2.04663348,0.08968400,-0.00395713,0.01109346,0.03899485,-0.03400199,-0.44735056,0.01381856,0.00806183,0.01366925,1.69218016,1.76145673,2.73290443,0.09902164,0.00717597,0.01026128,0.01571259,0.00604275,0.11467190,0.03546274,0.01239985,0.01582950,1.38963056,1.48018050,1.97984004,0.08095503,-0.00139428,0.00453089,0.03485069,-0.03443311,-0.12860548,0.01385915,0.00890225,0.01493078,1.49472427,1.60383916,2.29713106,0.07272879,-0.01144945,0.00255577,0.02626053,-0.03407368,-0.50308049,0.01570308,0.01188076,0.01753378,1.30221891,1.37821662,1.81447542; -22
2020-11-09 16:06:14.389281; 0.07076151,-0.00651452,0.00844538,0.02468412,-0.03619133,-0.55746132,0.01294273,0.00929868,0.01547581,1.26467180,1.33736336,1.75671208,0.06189154,-0.01003784,0.01807742,0.03374671,-0.03813426,-0.36584651,0.01168478,0.00766987,0.01132393,1.29951334,1.38798356,1.91496027,0.09301712,-0.01071264,-0.00224155,0.03570788,-0.03821686,-0.54160196,0.02081734,0.00926542,0.01217991,1.32537317,1.41058469,1.93956828,0.07748416,-0.01009916,0.00728189,0.03011695,-0.02961813,-0.55258876,0.01280075,0.00961232,0.01424950,1.27779150,1.35073733,1.79015827,0.08287089,-0.00605037,0.00526277,0.02954078,-0.02418385,-0.44398493,0.03498977,0.01287496,0.01646858,1.33978200,1.41390610,1.89193320; -22
2020-11-09 16:06:14.887484; 0.07557948,-0.00369827,0.00638941,-0.00782044,0.11805995,-0.86857373,0.01321685,0.00920087,0.01531488,1.99816847,1.98829544,3.20581102,0.08296399,-0.01018411,0.01096982,0.02892322,-0.02778631,-0.47534043,0.01359326,0.01012141,0.01478738,1.33098149,1.40886188,1.89586639,0.07093471,0.00602769,0.00788914,-0.01175936,0.10290571,-0.52023029,0.01246208,0.01080340,0.01441848,1.87573993,1.86639798,2.83059287,0.07751679,-0.00970755,0.00654338,0.02883777,-0.01268988,-0.31228375,0.01215184,0.00909019,0.01372844,1.20531392,1.27759945,1.63978100,0.07153735,-0.00872481,-0.00460335,0.02440481,-0.01720218,-0.23299022,0.01984513,0.00992203,0.01342750,1.20167828,1.27787411,1.64046693; -22
